activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2023,7H6GLXDRUGQFU57RNE97,99999,CO,08037,08037000401,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,32,1,2,2,2,2175000.0,NA,2.85,NA,3,5684.95,NA,1155.0,,1279.9,360,NA,120,2,1,2,2,2905000,1,2,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,5956,35.98,90900,106.31,1137,1618,24
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08005,08005006704,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,31,1,2,2,2,2005000.0,NA,2.8,NA,2,5783.9,NA,1155.0,,,360,NA,360,2,1,2,2,4605000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4596,13.12,125500,242.35,1500,1625,44
2023,7H6GLXDRUGQFU57RNE97,99999,CO,08051,08051963800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,31,1,2,2,2,605000.0,NA,3.15,NA,3,3544.9,NA,655.0,,39.7,360,NA,120,2,1,2,2,2005000,1,2,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,5116,9.56,90900,153.35,1356,2983,33
2023,7H6GLXDRUGQFU57RNE97,99999,CO,08037,08037000702,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,1,2,5005000.0,NA,3.5,NA,3,NA,NA,NA,NA,NA,300,NA,300,2,1,2,2,12005000,1,2,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,1389,14.54,90900,210.66,586,1259,41
2023,7H6GLXDRUGQFU57RNE97,99999,CO,08113,08113968101,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,31,1,2,2,2,2225000.0,NA,2.3,NA,3,6487.0,NA,1155.0,,,360,NA,84,2,1,2,2,4655000,1,2,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,2616,17.24,90900,132.96,377,1139,35
2023,7H6GLXDRUGQFU57RNE97,99999,CO,08037,08037000401,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,32,1,2,2,2,2145000.0,NA,2.85,NA,3,5818.95,NA,1155.0,,,360,NA,120,2,1,2,2,2855000,1,2,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,5956,35.98,90900,106.31,1137,1618,24
2023,7H6GLXDRUGQFU57RNE97,22660,CO,08069,08069001109,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,1,245000.0,NA,3.8,NA,3,NA,NA,NA,NA,NA,360,NA,120,2,2,2,2,385000,1,3,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,5121,22.93,118700,104.64,1157,1767,32
2023,7H6GLXDRUGQFU57RNE97,14500,CO,08013,08013012505,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,1,845000.0,NA,3.2,NA,3,NA,NA,NA,NA,NA,360,NA,84,2,1,2,2,1405000,1,3,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4251,17.83,144100,161.65,1109,1491,53
2023,7H6GLXDRUGQFU57RNE97,99999,CO,08097,08097000404,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,31,1,2,2,2,3355000.0,NA,2.8,NA,3,7780.15,NA,1155.0,,,360,NA,84,2,1,2,2,7305000,1,2,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,2059,15.15,90900,206.29,518,1212,36
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08031,08031002805,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,2,1,2,2,2,525000.0,NA,2.8,NA,2,0.0,NA,0.0,,,360,NA,84,2,1,2,2,785000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3784,18.29,125500,98.23,322,466,53
2023,7H6GLXDRUGQFU57RNE97,99999,CO,08113,08113968101,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,3305000.0,NA,2.95,NA,3,7168.0,NA,1155.0,,,360,NA,120,2,1,2,2,5505000,1,2,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,2616,17.24,90900,132.96,377,1139,35
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08031,08031000504,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,4,1,2,2,2,345000.0,NA,2.8,NA,2,2945.9,NA,655.0,,,360,NA,360,2,2,2,2,755000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3648,29.22,125500,116.99,994,1342,0
2023,7H6GLXDRUGQFU57RNE97,14500,CO,08013,08013012907,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,695000.0,NA,3.05,NA,2,2736.95,NA,655.0,,,360,NA,120,2,2,2,2,1005000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3594,23.59,144100,87.24,952,1320,33
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08031,08031003005,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,4,1,2,2,2,325000.0,NA,2.95,NA,2,2960.95,NA,655.0,,28.8,360,NA,360,2,1,2,2,655000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3144,17.18,125500,148.99,770,1024,0
2023,7H6GLXDRUGQFU57RNE97,99999,CO,08037,08037000501,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,1105000.0,NA,2.95,NA,2,4333.95,NA,1155.0,,179.0,360,NA,84,2,1,2,2,2605000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,1222,25.94,90900,119.7,551,1339,28
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08031,08031004006,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,1275000.0,NA,2.9,NA,2,3840.9,NA,1155.0,,,360,NA,62,2,1,2,2,1925000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,5373,20.23,125500,206.85,1189,1320,53
2023,7H6GLXDRUGQFU57RNE97,99999,CO,08113,08113968102,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,1215000.0,NA,3.2,NA,3,3670.9,NA,1155.0,,,360,NA,120,2,1,2,2,2145000,1,2,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,1605,21.68,90900,131.72,286,1027,22
2023,7H6GLXDRUGQFU57RNE97,99999,CO,08097,08097000402,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,4175000.0,NA,2.625,NA,3,7922.0,NA,1155.0,,,360,NA,62,2,1,2,2,6805000,1,2,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,2582,21.26,90900,153.25,447,1051,41
2023,7H6GLXDRUGQFU57RNE97,99999,CO,08097,08097000500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,31,1,2,2,2,755000.0,NA,2.4,NA,3,4530.95,NA,655.0,,34.2,360,NA,360,2,1,2,2,2035000,1,2,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,2601,15.15,90900,158.22,914,1181,21
2023,7H6GLXDRUGQFU57RNE97,99999,CO,08037,08037000703,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,395000.0,NA,2.9,NA,3,3125.9,NA,655.0,,,360,NA,120,2,1,2,2,1275000,1,2,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,2524,19.29,90900,177.42,883,1304,41
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08031,08031004303,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,31,1,2,2,2,915000.0,NA,2.65,NA,2,3083.9,NA,655.0,,,360,NA,360,2,2,2,2,1555000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4341,13.82,125500,242.35,1313,1486,66
2023,7H6GLXDRUGQFU57RNE97,14500,CO,08013,08013012206,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,445000.0,NA,3.7,NA,2,3076.65,NA,655.0,,29.03,360,NA,360,2,1,2,2,885000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3319,26.91,144100,124.24,255,628,42
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08031,08031001703,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,445000.0,NA,3.65,NA,2,3989.95,NA,655.0,,,360,NA,360,2,2,2,2,675000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3487,16.81,125500,126.48,488,156,13
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08059,08059012042,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,315000.0,NA,3.25,NA,2,0.0,NA,0.0,,,360,NA,360,2,2,2,2,495000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3935,23.71,125500,113.95,1285,1397,42
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08031,08031002603,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,775000.0,NA,2.9,NA,2,2900.91,NA,655.0,,,360,NA,360,2,1,2,2,1185000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3250,27.6,125500,152.97,207,67,16
2023,7H6GLXDRUGQFU57RNE97,14500,CO,08013,08013012101,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,4,1,2,2,2,1505000.0,NA,2.9,NA,2,6528.9,NA,1155.0,,,360,NA,360,2,1,2,2,7205000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4793,12.06,144100,170.07,1813,2246,68
2023,7H6GLXDRUGQFU57RNE97,99999,CO,08037,08037000501,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,4,1,2,2,2,1505000.0,NA,2.5,NA,3,5170.95,NA,1155.0,,179.0,360,NA,62,2,1,2,2,2665000,1,2,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,1222,25.94,90900,119.7,551,1339,28
2023,7H6GLXDRUGQFU57RNE97,14500,CO,08013,08013012707,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,4,1,2,1,2,1445000.0,NA,6.75,NA,2,NA,NA,NA,NA,NA,300,NA,1,2,1,2,2,2405000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,2070,32.27,144100,54.94,576,729,41
2023,7H6GLXDRUGQFU57RNE97,99999,CO,08117,08117000403,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,31,1,2,2,2,1285000.0,NA,3.75,NA,3,4904.9,NA,1155.0,,,360,NA,360,2,1,2,2,3495000,1,2,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,1850,13.89,90900,203.97,382,1258,35
2023,7H6GLXDRUGQFU57RNE97,14500,CO,08013,08013013704,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,4,1,2,2,2,1645000.0,NA,2.95,NA,3,5111.95,NA,1155.0,,,360,NA,360,2,2,2,2,3105000,1,2,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,5222,13.92,144100,111.2,1928,2027,38
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08001,08001009325,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,32,1,2,1,2,505000.0,NA,3.95,NA,2,NA,NA,NA,NA,NA,300,NA,1,2,1,2,2,1605000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,5721,30.59,125500,92.37,1206,1681,32
2023,7H6GLXDRUGQFU57RNE97,99999,CO,08097,08097000404,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,31,1,2,2,2,2505000.0,NA,2.375,NA,3,5845.4,NA,1155.0,,,360,NA,120,2,1,2,2,6605000,1,2,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,2059,15.15,90900,206.29,518,1212,36
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08031,08031003802,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,1095000.0,NA,3.3,NA,2,5892.4,NA,1155.0,,,360,NA,84,2,1,2,2,1575000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3970,18.34,125500,180.36,1368,1462,22
2023,7H6GLXDRUGQFU57RNE97,99999,CO,08113,08113968101,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,495000.0,NA,2.75,NA,3,4312.4,NA,1155.0,,78.0,360,NA,84,2,1,2,2,3005000,1,2,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,2616,17.24,90900,132.96,377,1139,35
2023,7H6GLXDRUGQFU57RNE97,99999,CO,08097,08097000404,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,4,1,2,1,2,1005000.0,NA,3.5,NA,2,NA,NA,NA,NA,NA,300,NA,1,2,1,2,2,8205000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,2059,15.15,90900,206.29,518,1212,36
2023,7H6GLXDRUGQFU57RNE97,99999,CO,08097,08097000404,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,4,1,2,2,2,515000.0,NA,2.95,NA,2,3877.4,NA,655.0,,,360,NA,NA,2,2,2,2,4105000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,2059,15.15,90900,206.29,518,1212,36
2023,7H6GLXDRUGQFU57RNE97,99999,CO,08037,08037000501,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,3935000.0,NA,2.5,NA,3,14948.0,NA,1155.0,,,360,NA,84,2,1,2,2,7875000,1,2,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,1222,25.94,90900,119.7,551,1339,28
2023,7H6GLXDRUGQFU57RNE97,99999,CO,08097,08097000404,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,4,1,2,2,2,7475000.0,NA,2.2,NA,3,10921.7,NA,1155.0,,,360,NA,84,2,1,2,2,11505000,1,2,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,2059,15.15,90900,206.29,518,1212,36
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08031,08031003401,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,4,1,2,2,2,625000.0,NA,2.9,NA,2,2753.7,NA,655.0,,,360,NA,120,2,1,2,2,1085000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,2998,11.64,125500,184.79,1052,912,49
2023,7H6GLXDRUGQFU57RNE97,99999,CO,08113,08113968101,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,1,1405000.0,NA,2.6,NA,3,NA,NA,NA,NA,NA,360,NA,84,2,1,2,2,3525000,1,3,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,2616,17.24,90900,132.96,377,1139,35
2023,7H6GLXDRUGQFU57RNE97,14500,CO,08013,08013012510,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,31,1,2,2,2,965000.0,NA,2.95,NA,2,2930.4,NA,30.0,,,360,NA,NA,2,2,2,2,1845000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4318,14.94,144100,143.69,1454,1706,0
2023,7H6GLXDRUGQFU57RNE97,99999,CO,08037,08037000501,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,31,1,2,2,2,755000.0,NA,2.75,NA,3,3076.7,NA,655.0,,,360,NA,120,2,1,2,2,1255000,1,2,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,1222,25.94,90900,119.7,551,1339,28
2023,7H6GLXDRUGQFU57RNE97,99999,CO,08097,08097000500,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,32,1,2,2,2,5005000.0,NA,2.75,NA,2,12402.7,NA,1155.0,,804.0,360,NA,120,2,1,2,2,9505000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,2601,15.15,90900,158.22,914,1181,21
2023,7H6GLXDRUGQFU57RNE97,99999,CO,08113,08113968101,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,32,1,2,2,2,3255000.0,NA,2.75,NA,3,7538.0,NA,1155.0,,,360,NA,120,2,1,2,2,8905000,1,2,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,2616,17.24,90900,132.96,377,1139,35
2023,7H6GLXDRUGQFU57RNE97,14500,CO,08013,08013012106,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,31,1,2,2,2,315000.0,NA,2.9,NA,2,2906.7,NA,655.0,,,360,NA,120,2,1,2,2,1195000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,2800,19.71,144100,122.06,847,975,52
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08031,08031004303,NC,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,4,2,2,1,2,505000.0,NA,3.25,NA,2,NA,NA,NA,NA,NA,300,NA,1,2,1,2,2,1755000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4341,13.82,125500,242.35,1313,1486,66
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08031,08031000403,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,4,1,2,2,2,605000.0,NA,2.6,NA,2,3343.7,NA,655.0,,,360,NA,120,2,1,2,2,1005000,1,1,3,5,3,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3682,28.19,125500,168.46,746,1238,0
2023,7H6GLXDRUGQFU57RNE97,14500,CO,08013,08013012505,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,685000.0,NA,2.6,NA,2,3893.7,NA,1155.0,,,360,NA,84,2,1,2,2,1975000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4251,17.83,144100,161.65,1109,1491,53
